,sleepdisable,i,itr,dvfs,rate,policy,nmappers,pkg_watts_avg,pkg_watts_std,ram_watts_avg,ram_watts_std,pollCnt,c1Cnt,c1eCnt,c3Cnt,c6Cnt,rxPackets,rxBytes,txPackets,txBytes,erxPackets,erxBytes,etxPackets,etxBytes,SinknumRecordsInPerSecond_avg,SinknumRecordsInPerSecond_std,SinknumRecordsOutPerSecond_avg,SinknumRecordsOutPerSecond_std,SinkbusyTimeMsPerSecond_avg,SinkbusyTimeMsPerSecond_std,SinkbackPressuredTimeMsPerSecond_avg,SinkbackPressuredTimeMsPerSecond_std,SinkbusyTime_%,SinkbackPressuredTime_%,SourcenumRecordsInPerSecond_avg,SourcenumRecordsInPerSecond_std,SourcenumRecordsOutPerSecond_avg,SourcenumRecordsOutPerSecond_std,SourcebusyTimeMsPerSecond_avg,SourcebusyTimeMsPerSecond_std,SourcebackPressuredTimeMsPerSecond_avg,SourcebackPressuredTimeMsPerSecond_std,SourcebusyTime_%,SourcebackPressuredTime_%,MappernumRecordsInPerSecond_avg,MappernumRecordsInPerSecond_std,MappernumRecordsOutPerSecond_avg,MappernumRecordsOutPerSecond_std,MapperbusyTimeMsPerSecond_avg,MapperbusyTimeMsPerSecond_std,MapperbackPressuredTimeMsPerSecond_avg,MapperbackPressuredTimeMsPerSecond_std,MapperbusyTime_%,MapperbackPressuredTime_%
0,0,0,1,1.0,100,ondemand,8,56.4,1.66,19.16,0.36,734,889431,110470,0,248551,12927613,18356885383,13049513,18359402582,14325,918030,11452,11452,100.00486111111111,0.03496540094820377,0.0,0.0,120.3888888888889,5.368551445036088,0.0,0.0,12.03888888888889,0.0,0.0,0.0,100.003816040305,0.04989657708804684,0.0,0.0,285.48080065359477,5.565232900590459,0.0,28.54808006535948,200.00601851851854,0.043492948621651525,200.00543981481485,0.04271919668498275,484.61805555555554,2.095032663747231,0.0,0.0,48.46180555555556,0.0
1,0,0,1,1.0,100,ondemand,16,49.94,1.96,18.19,0.39,290,207574,26273,0,206826,12889000,18630065124,12758189,18623062428,14219,924623,38779,38779,100.0,0.0,0.0,0.0,133.39236111111111,6.490245371710484,0.0,0.0,13.339236111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,175.3155637254902,6.623538940590922,0.0,17.53155637254902,100.0,0.0,100.0,0.0,264.06944444444446,5.817941665731897,8.23611111111111,2.7476796608737653,26.406944444444445,0.8236111111111111
2,0,0,1,1.0,200,ondemand,8,91.39,0.94,26.69,0.21,1401,1900823,236005,0,449198,27308657,38605830586,27511297,38638741512,14826,953685,19895,19895,199.99965277777778,0.025212400342912524,0.0,0.0,243.77430555555554,5.735053197768861,0.0,0.0,24.377430555555556,0.0,0.0,0.0,199.99473720043574,0.03945746069718546,0.0,0.0,646.6746323529412,7.38031024727663,0.0,64.66746323529412,399.9864583333333,0.0467212202829073,399.987037037037,0.04747373388565625,947.2083333333334,3.8707673503765805,0.0,0.0,94.72083333333335,0.0
3,0,0,1,1.0,200,ondemand,16,79.62,1.57,24.39,0.35,547,557804,83911,0,328748,25896897,37431164615,25814882,37432571930,13669,877916,14449,14449,199.99548611111112,0.13411028324106627,0.0,0.0,217.70486111111111,4.373928401111258,0.0,0.0,21.77048611111111,0.0,0.0,0.0,200.00570874183006,0.10655184946172541,0.0,0.0,351.84150326797385,9.636348529498767,0.0,35.184150326797386,200.0211226851852,0.11233187245807852,200.02002314814814,0.11280658848412042,518.5694444444445,9.387749041295741,12.868055555555557,3.0629782642112473,51.856944444444444,1.2868055555555555
4,0,0,1,1.0,300,ondemand,8,94.24,0.55,27.42,0.12,1659,2049479,207935,0,332817,26960652,38153568182,27305237,38193924459,13440,862539,13966,13966,208.1220486111111,0.13095474178708832,0.0,0.0,245.57638888888889,9.40943213197009,0.0,0.0,24.55763888888889,0.0,0.0,0.0,208.1287445533769,0.11010395978582371,0.0,0.0,810.2771650326797,8.146221991445927,0.0,81.02771650326798,416.2479166666667,0.21625210529316077,416.24895833333335,0.21556613317579576,992.625,1.335031371709708,0.0,0.0,99.2625,0.0
5,0,0,1,1.0,300,ondemand,16,109.85,1.0,30.87,0.27,1076,1614422,269144,0,402405,38291081,54889583968,38520057,54915205894,8695,558478,11809,11809,296.27199074074076,2.3693908196951208,0.0,0.0,381.08333333333326,45.83396627332611,0.0,0.0,38.108333333333334,0.0,0.0,0.0,296.2754255174292,2.360936602905968,0.0,0.0,478.16789215686276,29.301302249105866,0.0,47.81678921568627,296.28188657407406,2.364021817801441,296.28321759259256,2.3632709045478006,719.3541666666667,24.44663771622004,37.392361111111114,28.14719779700282,71.93541666666667,3.739236111111111
6,0,0,2,1.2,100,userspace,8,55.55,0.42,21.79,0.15,397,207481,170830,0,426052,13224448,18252750722,13150636,18257078327,15066,969827,16789,16789,99.88570601851852,0.08015056913588595,0.0,0.0,164.55208333333331,13.575127683046864,0.0,0.0,16.45520833333333,0.0,0.0,0.0,99.8636574074074,0.10868171431375237,0.0,0.0,820.2013888888888,53.20302985110751,0.0,82.0201388888889,199.7804398148148,0.16683784867020093,199.77858796296297,0.16885804717818842,992.1944444444445,2.5563854098681276,0.0,0.0,99.21944444444443,0.0
7,0,0,2,1.2,100,userspace,16,50.64,1.63,20.33,0.42,444,119115,45620,0,238044,12839638,18315341920,12589358,18297228153,10039,644374,11937,11937,99.99832175925926,0.03229602851692541,0.0,0.0,123.9375,3.7394696995042733,0.0,0.0,12.393749999999999,0.0,0.0,0.0,100.00104166666667,0.0081697264735336,0.0,0.0,356.60110294117646,16.116409815745513,0.0,35.66011029411764,100.00190972222222,0.017559249209162568,100.00173611111111,0.01756586325816383,454.65625,19.415858992780976,8.371527777777777,2.825876108458754,45.465625,0.8371527777777777
8,0,0,2,1.4,100,userspace,8,56.01,1.15,21.49,0.33,21391,876341,230146,0,824111,12989863,18182715161,13251985,18205239409,15062,966757,14087,14087,99.84675925925926,0.2243499035600212,0.0,0.0,135.57638888888889,6.558848550250791,0.0,0.0,13.557638888888889,0.0,0.0,0.0,99.9285300925926,0.14320695990996096,0.0,0.0,547.6875,87.70879661058288,0.0,54.76875,199.71875,0.4562566248961353,199.71886574074074,0.45745419094279083,862.5069444444445,25.136375244830884,0.0,0.0,86.25069444444443,0.0
9,0,0,2,1.4,100,userspace,16,49.67,1.27,19.61,0.31,978,194921,53096,0,315817,12537750,18161578955,12509943,18160799811,8525,545560,10888,10888,100.0,0.0,0.0,0.0,128.02083333333331,5.1144502117032316,0.0,0.0,12.802083333333332,0.0,0.0,0.0,100.0,0.0,0.0,0.0,291.08639705882354,10.230552656766212,0.0,29.108639705882354,100.0,0.0,100.0,0.0,384.0,8.132116435289277,13.802083333333334,4.136967304750059,38.400000000000006,1.3802083333333335
